pdf_url,year,num_pages,title,journal,authors,vol,issue,ID,fg_count,tb_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296925_wo_cover.pdf',1980,5,Continuous Representation of Preferences,Review of Economic Studies,Graciela Chichilnisky,47,5.0,2296925,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297475_wo_cover.pdf',1985,17,Measures of Distributional Change: An Axiomatic Approach,Review of Economic Studies,Frank A. Cowell,52,1.0,2297475,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296926_wo_cover.pdf',1980,9,Restricted Preferences and Strategy-Proofness of a Class of Group Decision Functions,Review of Economic Studies,Prasanta K. Pattanaik and Manimay Sengupta,47,5.0,2296926,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297476_wo_cover.pdf',1985,18,Optimal Growth; Resource Amenities and the Preservation of Natural Environments,Review of Economic Studies,Jeffrey A. Krautkraemer,52,1.0,2297476,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297778_wo_cover.pdf',1984,29,An Investigation of the Determinants of Manufacturing Employment in the United Kingdom,Review of Economic Studies,Stephen Nickell,51,4.0,2297778,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296927_wo_cover.pdf',1980,12,Constrained Plott Equilibria; Directional Equilibria and Global Cycling Sets,Review of Economic Studies,Linda Cohen and Steven Matthews,47,5.0,2296927,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296928_wo_cover.pdf',1980,11,Structure of the Correspondence Principle at an Extremum Point,Review of Economic Studies,Tatsuo Hatta,47,5.0,2296928,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297779_wo_cover.pdf',1984,20,Earnings; Unemployment; and the Allocation of Time Over Time,Review of Economic Studies,Kenneth Burdett; Nicholas M. Kiefer; Dale T. Mortensen and George R. Neumann,51,4.0,2297779,10,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296933_wo_cover.pdf',1980,7,Efficiency with Uncertain Supply,Review of Economic Studies,Peter Diamond,47,4.0,2296933,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296934_wo_cover.pdf',1980,12,Wages as Sorting Mechanisms in Competitive Markets with Asymmetric Information: A Theory of Testing,Review of Economic Studies,J. Luis Guasch and Andrew Weiss,47,4.0,2296934,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297780_wo_cover.pdf',1984,15,Bargaining with Incomplete Information: An Infinite-Horizon Model with Two- Sided Uncertainty,Review of Economic Studies,Peter C. Cramton,51,4.0,2297780,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296935_wo_cover.pdf',1980,14,"Worker Cooperatives as Industrial Policy: The Case of the ""Scottish Daily News""",Review of Economic Studies,Keith Bradley and Alan Gelb,47,4.0,2296935,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297781_wo_cover.pdf',1984,20,A Comparison of Posted-Offer and Double-Auction Pricing Institutions,Review of Economic Studies,Jon Ketcham; Vernon L. Smith and Arlington W. Williams,51,4.0,2297781,10,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297782_wo_cover.pdf',1984,17,Informational and Performance Properties of a Class of Iterative Planning Procedures,Review of Economic Studies,Simon Clark,51,4.0,2297782,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296936_wo_cover.pdf',1980,26,Expectations and the Dynamics of Devaluation,Review of Economic Studies,Stephen J. Turnovsky,47,4.0,2296936,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297783_wo_cover.pdf',1984,18,The Structure of Economies with Aggregate Measures of Capital: A Complete Characterization,Review of Economic Studies,Charles Blackorby and William Schworm,51,4.0,2297783,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296937_wo_cover.pdf',1980,18,A Model of Stochastic Equilibrium in a Quasi-Competitive Industry,Review of Economic Studies,John Sutton,47,4.0,2296937,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297784_wo_cover.pdf',1984,14,A Neoclassical Model of the Balance of Payments,Review of Economic Studies,Ron Michener,51,4.0,2297784,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296938_wo_cover.pdf',1980,9,Optimal Pricing to Retard Entry,Review of Economic Studies,Steven A. Lippman,47,4.0,2296938,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297785_wo_cover.pdf',1984,17,Pricing and Investment Policies in a System of Competitive Commuter Railways,Review of Economic Studies,Yoshitsugu Kanemoto,51,4.0,2297785,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296939_wo_cover.pdf',1980,14,Vertical and Horizontal Communication in Economic Processes,Review of Economic Studies,Robert L. Welch,47,4.0,2296939,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297786_wo_cover.pdf',1984,10,Probabilistic Social Choice Based on Simple Voting Comparisons,Review of Economic Studies,P. C. Fishburn,51,4.0,2297786,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296940_wo_cover.pdf',1980,7,Monopolistic Behaviour; Prices and Quantities,Review of Economic Studies,Xavier Freixas,47,4.0,2296940,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297787_wo_cover.pdf',1984,7,Acyclic Choice without the Pareto Principle,Review of Economic Studies,David Kelsey,51,4.0,2297787,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296941_wo_cover.pdf',1980,11,Optimal Taxation with some Non-Taxable Commodities,Review of Economic Studies,Knud Jørgen Munk,47,4.0,2296941,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296942_wo_cover.pdf',1980,10,The Impact of Technical Change on the Holotheticity of Production Functions,Review of Economic Studies,Ryuzo Sato,47,4.0,2296942,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297428_wo_cover.pdf',1984,16,The Timing of Sales,Review of Economic Studies,Joel Sobel,51,3.0,2297428,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297429_wo_cover.pdf',1984,24,Aggregate Consumer Behaviour and the Measurement of Inequality,Review of Economic Studies,Dale W. Jorgenson and Daniel T. Slesnick,51,3.0,2297429,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296943_wo_cover.pdf',1980,9,A Life-Cycle Model of the Linear Income Tax,Review of Economic Studies,Nancy L. Stokey,47,4.0,2296943,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297430_wo_cover.pdf',1984,22,Financial Intermediation and Delegated Monitoring,Review of Economic Studies,Douglas W. Diamond,51,3.0,2297430,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296944_wo_cover.pdf',1980,10,Continuous-Valued Binary Decision Procedures,Review of Economic Studies,John A. Ferejohn; David M. Grether; Steven A. Matthews and Edward W. Packel,47,4.0,2296944,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297431_wo_cover.pdf',1984,18,Information Reliability and a Theory of Financial Intermediation,Review of Economic Studies,Ram T. S. Ramakrishnan and Anjan V. Thakor,51,3.0,2297431,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296945_wo_cover.pdf',1980,11,On the Efficiency of a Competitive Equilibrium in Infinite Horizon Monetary Economies,Review of Economic Studies,Masahiro Okuno and Itzhak Zilcha,47,4.0,2296945,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297432_wo_cover.pdf',1984,14,Optimal Incentive Schemes with Many Agents,Review of Economic Studies,Dilip Mookherjee,51,3.0,2297432,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297299_wo_cover.pdf',1980,14,Cournot Equilibrium with Free Entry,Review of Economic Studies,William Novshek,47,3.0,2297299,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297433_wo_cover.pdf',1984,14,The Manipulability of Resource Allocation Mechanisms,Review of Economic Studies,William Thomson,51,3.0,2297433,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297300_wo_cover.pdf',1980,16,Consumer Search and Alternative Market Equilibria,Review of Economic Studies,Avishay Braverman,47,3.0,2297300,6,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297434_wo_cover.pdf',1984,10,Nonuniform Pricing with Unobservable Numbers of Purchases,Review of Economic Studies,Michael L. Katz,51,3.0,2297434,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297301_wo_cover.pdf',1980,9,Employment and Dividend Policy of the Firm under Risk,Review of Economic Studies,Pierre Dehez,47,3.0,2297301,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297435_wo_cover.pdf',1984,19,A Welfare Analysis of Employment Contracts with and without Asymmetric Information,Review of Economic Studies,Arthur J. Hosios,51,3.0,2297435,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297302_wo_cover.pdf',1980,8,Price Variability; Utility and Savings,Review of Economic Studies,Jonathan Eaton,47,3.0,2297302,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297436_wo_cover.pdf',1984,18,Comparative Dynamics of an Equilibrium Intertemporal Asset Pricing Model,Review of Economic Studies,John B. Donaldson and Rajnish Mehra,51,3.0,2297436,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297303_wo_cover.pdf',1980,11,On the Structure of Additive Inequality Measures,Review of Economic Studies,Frank A. Cowell,47,3.0,2297303,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297437_wo_cover.pdf',1984,11,Dynamic Exchange Rate Equilibria with Uncertain Government Policy,Review of Economic Studies,Gerald Nickelsburg,51,3.0,2297437,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297304_wo_cover.pdf',1980,5,Consistent Plans,Review of Economic Studies,Steven M. Goldman,47,3.0,2297304,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297305_wo_cover.pdf',1980,11,Optimal Claims in Automobile Insurance,Review of Economic Studies,Itzhak Venezia and Haim Levy,47,3.0,2297305,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297438_wo_cover.pdf',1984,7,A Bayesian Approach to the Production of Information with a Linear Utility Function,Review of Economic Studies,Ian Tonks,51,3.0,2297438,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297686_wo_cover.pdf',1984,19,The Theoretical Limits to Redistribution,Review of Economic Studies,Kevin Roberts,51,2.0,2297686,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297306_wo_cover.pdf',1980,6,On Hartwick's Rule for Regular Maximin Paths of Capital Accumulation and Resource Depletion,Review of Economic Studies,Avinash Dixit; Peter Hammond and Michael Hoel,47,3.0,2297306,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297687_wo_cover.pdf',1984,11,Prices; Product Qualities and Asymmetric Information: The Competitive Case,Review of Economic Studies,Russell Cooper and Thomas W. Ross,51,2.0,2297687,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297307_wo_cover.pdf',1980,9,Incentives in Discrete-Time MDP Processes with Flexible Step-Size,Review of Economic Studies,Jerry Green and Françoise Schoumaker,47,3.0,2297307,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297308_wo_cover.pdf',1980,19,The Computation of Optimum Linear Taxation,Review of Economic Studies,Christopher J. Heady and Pradeep K. Mitra,47,3.0,2297308,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297688_wo_cover.pdf',1984,22,Bertrand; the Cournot Paradigm and the Theory of Perfect Competition,Review of Economic Studies,Leo K. Simon,51,2.0,2297688,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297689_wo_cover.pdf',1984,11,The Identifiability of the Proportional Hazard Model,Review of Economic Studies,J. Heckman and B. Singer,51,2.0,2297689,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297309_wo_cover.pdf',1980,7,Uncertain Lifetime; Imperfect Insurance Markets and the Valuation of Pension Wealth,Review of Economic Studies,David Ulph and Richard Hemming,47,3.0,2297309,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297310_wo_cover.pdf',1980,7,Symmetry Conditions for Market Demand Functions,Review of Economic Studies,W. E. Diewert,47,3.0,2297310,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297690_wo_cover.pdf',1984,20,Estimating Distributed Lags in Short Panels with an Application to the Specification of Depreciation Patterns and Capital Stock Constructs,Review of Economic Studies,Ariél Pakes and Zvi Griliches,51,2.0,2297690,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297691_wo_cover.pdf',1984,16,Profiles of Fertility; Labour Supply and Wages of Married Women: A Complete Life-Cycle Model,Review of Economic Studies,Robert Moffitt,51,2.0,2297691,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297311_wo_cover.pdf',1980,14,On the Possibility of Consistent Voting Procedures,Review of Economic Studies,Bhaskar Dutta,47,3.0,2297311,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297692_wo_cover.pdf',1984,10,A Price Discrimination Analysis of Monetary Policy,Review of Economic Studies,John Bryant and Neil Wallace,51,2.0,2297692,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297312_wo_cover.pdf',1980,11,Algorithms for Social Choice Functions,Review of Economic Studies,Donald E. Campbell,47,3.0,2297312,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297693_wo_cover.pdf',1984,15,Uncertainty in the Theory of Renewable Resource Markets,Review of Economic Studies,Robert S. Pindyck,51,2.0,2297693,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297313_wo_cover.pdf',1980,7,A Note on Soviet Pricing; Profits and Technological Choice,Review of Economic Studies,Morgan Åberg and Håkan Persson,47,3.0,2297313,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297694_wo_cover.pdf',1984,15,Optimal Nonuniform Prices,Review of Economic Studies,M. Barry Goldman; Hayne E. Leland and David S. Sibley,51,2.0,2297694,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296993_wo_cover.pdf',1980,11,Rational Expectations and the Non-Neutrality of Systematic Monetary Policy,Review of Economic Studies,David K. H. Begg,47,2.0,2296993,6,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297695_wo_cover.pdf',1984,12,Value of an Additional Firm in Monopolistic Competition,Review of Economic Studies,Michael Sattinger,51,2.0,2297695,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296994_wo_cover.pdf',1980,16,Adaptive Expectations and Uncertainty,Review of Economic Studies,T. Lawson,47,2.0,2296994,1,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297696_wo_cover.pdf',1984,10,Mixed-Strategy Equilibrium in a Market with Asymmetric Information,Review of Economic Studies,Robert W. Rosenthal and Andrew Weiss,51,2.0,2297696,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296995_wo_cover.pdf',1980,18,The Implicit Contract Theory of Unemployment meets the Wage Bill Argument,Review of Economic Studies,George A. Akerlof and Hajime Miyazaki,47,2.0,2296995,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297697_wo_cover.pdf',1984,7,A Note on Aoki's Conditions for Path Controllability of Continuous-Time Dynamic Economic Systems,Review of Economic Studies,Hans-Werner Wohltmann,51,2.0,2297697,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296996_wo_cover.pdf',1980,17,Effective Demand and Stochastic Rationing,Review of Economic Studies,Lars E. O. Svensson,47,2.0,2296996,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297701_wo_cover.pdf',1984,12,Pareto Inferior Trade,Review of Economic Studies,David M. G. Newbery and Joseph E. Stiglitz,51,1.0,2297701,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296997_wo_cover.pdf',1980,14,A Structured Logit Model of Auto Ownership and Mode Choice,Review of Economic Studies,Kenneth Train,47,2.0,2296997,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296998_wo_cover.pdf',1980,14,Unobservables and the Use of Overlapping Measures as Proxy Variables,Review of Economic Studies,G. J. Anderson,47,2.0,2296998,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297702_wo_cover.pdf',1984,20,Flexibility and Uncertainty,Review of Economic Studies,Robert A. Jones and Joseph M. Ostroy,51,1.0,2297702,2,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2296999_wo_cover.pdf',1980,8,A Self-Administered Solution of the Bargaining Problem,Review of Economic Studies,Vincent P. Crawford,47,2.0,2296999,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297703_wo_cover.pdf',1984,20,Considering an Informational Role for a Futures Market,Review of Economic Studies,Pamela P. Brannen and Edwin F. Ulveling,51,1.0,2297703,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297000_wo_cover.pdf',1980,15,Monotonicity; Independence of Irrelevant Alternatives and Strategy- Proofness of Social Decision Functions,Review of Economic Studies,Manimay Sengupta,47,2.0,2297000,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297704_wo_cover.pdf',1984,9,Product Differentiation with Imperfect Information,Review of Economic Studies,Asher Wolinsky,51,1.0,2297704,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297001_wo_cover.pdf',1980,12,Possibility Theorems with Interpersonally Comparable Welfare Levels,Review of Economic Studies,Kevin W. S. Roberts,47,2.0,2297001,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297705_wo_cover.pdf',1984,19,Informative Advertising with Differentiated Products,Review of Economic Studies,Gene M. Grossman and Carl Shapiro,51,1.0,2297705,3,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297002_wo_cover.pdf',1980,19,Interpersonal Comparability and Social Choice Theory,Review of Economic Studies,Kevin W. S. Roberts,47,2.0,2297002,2,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_wo_cover/2297003_wo_cover.pdf',1980,10,Social Choice Theory: The Single-Profile and Multi-Profile Approaches,Review of Economic Studies,Kevin W. S. Roberts,47,2.0,2297003,1,0
